,title,year,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
3267,BASEKETBALL,1998,7027290,7,42932,6180,0,0,56,0,189,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3293,URBAN LEGEND,1998,38072438,5,41260,5940,0,0,56,148,417,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
167,FEAR AND LOATHING IN LAS VEGAS,1998,10680275,8,172021,7080,1,1,40,667,624,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,THE MAN IN THE IRON MASK,1998,56968902,6,95874,7920,3,2,39,70,232,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,PI,1998,3221152,8,116612,5040,9,7,40,378,570,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
226,RUSHMORE,1998,17105219,8,103560,5580,14,11,19,694,623,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3285,BRIDE OF CHUCKY,1998,32383850,5,32924,5340,3,5,40,185,284,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
426,DOCTOR DOLITTLE,1998,144156605,5,58282,5100,4,8,55,142,99,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3282,JACK FROST,1998,34562556,5,19212,6060,0,0,55,36,94,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,AMERICAN HISTORY X,1998,6719864,9,550302,7140,3,9,42,472,1344,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,U.S. MARSHALS,1998,57167405,7,64366,7860,0,0,56,345,131,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3252,WRONGFULLY ACCUSED,1998,9623329,6,15102,5220,0,0,22,13,95,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
439,HILARY AND JACKIE,1998,4912892,7,7795,7260,4,20,22,44,107,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3295,LITTLE VOICE,1998,4611784,7,12651,5820,4,22,27,9,156,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1364,OUT OF SIGHT,1998,37562568,7,62687,7380,13,7,104,552,296,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1335,THE REPLACEMENT KILLERS,1998,19204929,6,20880,5220,0,0,80,35,155,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,TWILIGHT,1998,15055091,6,7268,5640,0,0,17,2,82,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1390,THE SIEGE,1998,40981289,6,48288,6960,2,4,54,61,266,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,RETURN TO PARADISE,1998,8341087,7,10455,6660,0,0,48,69,125,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3262,THERE'S SOMETHING ABOUT MARY,1998,176484651,7,208660,7140,17,11,98,416,601,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
534,A PERFECT MURDER,1998,67638368,6,54174,6420,2,3,44,25,178,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3261,YOU'VE GOT MAIL,1998,115821495,7,122420,7140,5,7,59,244,544,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3237,THE GENERAL,1998,1214198,7,5880,7440,15,8,7,29,49,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,THE PRINCE OF EGYPT,1998,101413188,7,68056,5940,5,19,64,150,334,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,HALF BAKED,1998,17460020,7,39973,4920,0,0,25,103,161,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,DEEP IMPACT,1998,140464664,6,116333,7200,5,7,59,517,468,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1395,BILLY'S HOLLYWOOD SCREEN KISS,1998,2070399,7,2975,5520,2,2,12,5,56,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1396,SHAKESPEARE IN LOVE,1998,100317794,7,143051,7380,51,61,85,1495,740,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3258,PAULIE,1998,26875268,6,9836,5460,2,5,48,6,57,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,ARMAGEDDON,1998,201578182,7,261661,9060,12,27,108,1198,1144,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3217,SMOKE SIGNALS,1998,6745362,7,7340,5340,10,7,11,23,132,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,ROUNDERS,1998,22912409,7,100848,7260,1,1,37,278,281,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,ELIZABETH,1998,30082699,8,64215,7440,32,32,68,1070,402,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,GODZILLA,1998,136314294,5,128433,8340,8,8,87,811,731,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3234,STEPMOM,1998,91137662,7,37298,7440,8,5,78,100,245,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,HE GOT GAME,1998,21567853,7,29838,8160,0,0,21,93,109,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1381,VERY BAD THINGS,1998,9898412,6,35476,6000,2,3,29,104,475,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3235,STRIKE!,1998,907996,7,4977,5820,0,0,18,0,59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,MEET JOE BLACK,1998,44619100,7,132606,10680,2,5,73,104,673,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3229,BELOVED,1998,22852487,6,5566,10320,3,20,88,157,206,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
695,A BUG'S LIFE,1998,162798565,7,159645,5700,11,13,95,279,302,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,QUEST FOR CAMELOT,1998,22510798,6,8259,4440,1,4,82,7,59,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,ENEMY OF THE STATE,1998,111549836,7,158854,7920,5,12,64,298,405,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3230,BLADE,1998,70087718,7,149951,7200,4,7,93,1128,557,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,THE MASK OF ZORRO,1998,94095523,7,110376,8160,7,15,93,216,307,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,BABE: PIG IN THE CITY,1998,18319860,6,19758,5820,1,10,60,66,210,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,CAN'T HARDLY WAIT,1998,25605015,7,32976,6000,0,0,87,160,243,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,SNAKE EYES,1998,55591409,6,55167,5880,1,3,56,687,226,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1365,PLEASANTVILLE,1998,40584421,8,88047,7440,16,23,51,485,673,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3255,WHY DO FOOLS FALL IN LOVE,1998,12461773,6,2517,6960,2,4,40,18,27,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1366,PRACTICAL MAGIC,1998,46683377,6,45022,6240,1,6,67,67,253,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1342,A SIMPLE PLAN,1998,16316273,8,42960,7260,17,14,28,129,406,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
701,ANTZ,1998,90757863,7,98450,4980,3,6,84,82,274,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,RUSH HOUR,1998,141186864,7,143924,5880,6,7,71,992,305,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1369,SIX DAYS SEVEN NIGHTS,1998,74339294,6,51430,5880,2,3,62,22,156,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,SAVIOR,1998,14328,7,7683,6180,2,0,23,25,116,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3167,BLUES BROTHERS 2000,1998,14051384,5,21045,7380,0,0,33,75,202,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,CHAIRMAN OF THE BOARD,1998,181233,2,4501,5520,0,0,4,105,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,APT PUPIL,1998,8863193,7,25557,6660,5,5,39,114,245,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3248,SPECIES II,1998,19221939,4,19873,5580,0,0,59,21,154,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1339,SPHERE,1998,37020277,6,64781,8040,0,0,61,71,264,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3253,ZERO EFFECT,1998,2087471,7,11467,6960,0,0,14,39,148,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3244,THE OBJECT OF MY AFFECTION,1998,29187243,6,13516,6660,1,1,39,52,127,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
568,MULAN,1998,120620254,8,107855,5280,14,13,79,172,202,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,MAJOR LEAGUE: BACK TO THE MINORS,1998,3572443,4,4952,6000,0,0,16,30,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3243,A NIGHT AT THE ROXBURY,1998,30331165,6,42268,4920,0,0,28,75,233,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,HARD RAIN,1998,19870567,6,23450,5820,0,0,33,24,117,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,THE OPPOSITE OF SEX,1998,5881367,7,17151,6300,12,15,27,90,178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,PSYCHO,1998,21456130,5,32968,6300,3,3,35,202,578,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3247,SENSELESS,1998,12874899,6,8925,5580,0,0,21,5,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3249,STAR TREK: INSURRECTION,1998,70187658,6,47589,6180,2,5,72,18,492,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3239,LOST IN SPACE,1998,69117629,5,51585,7800,1,11,83,254,364,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3251,VELVET GOLDMINE,1998,1053788,7,23764,7440,4,7,39,184,310,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3246,PALMETTO,1998,5878911,6,6113,6840,0,0,16,7,49,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3250,TITUS,1999,2007290,7,15779,9720,4,14,37,172,286,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3277,LAKE PLACID,1999,31770414,6,35274,4920,0,0,68,89,355,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,TAAL,1999,2020532,7,2994,10740,15,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3274,ENTRAPMENT,1999,87704396,6,73111,6780,4,5,95,88,269,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3275,IDLE HANDS,1999,4152230,6,29990,5520,0,0,39,210,191,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3266,WING COMMANDER,1999,11578059,4,13234,6000,0,0,18,53,335,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3265,BOWFINGER,1999,66384775,6,50568,5820,0,0,105,101,352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3270,THE TALENTED MR. RIPLEY,1999,81298265,7,113354,8340,15,53,60,339,681,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3281,FORCES OF NATURE,1999,52888180,5,22877,6300,2,5,56,38,178,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3287,THE RAGE: CARRIE 2,1999,17762705,5,11604,6240,0,0,41,48,241,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1420,DROP DEAD GORGEOUS,1999,10571408,7,24159,5820,1,1,102,116,317,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,RANDOM HEARTS,1999,31502583,5,15308,7980,0,0,31,29,281,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3283,INSPECTOR GADGET,1999,97403112,4,30306,4680,1,7,49,135,226,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,TRUE CRIME,1999,16649768,7,21417,7620,0,0,53,185,166,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1415,FLAWLESS,1999,4488529,6,12383,6720,3,3,32,31,103,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,NEVER BEEN KISSED,1999,55474756,6,57044,6420,2,8,39,237,343,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3299,DOUBLE JEOPARDY,1999,116741558,6,48472,6300,1,3,100,162,327,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3297,DEEP BLUE SEA,1999,73648142,6,82992,6300,2,3,110,409,629,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3296,10 THINGS I HATE ABOUT YOU,1999,38178166,7,170267,5820,2,13,51,22,532,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3238,IN DREAMS,1999,12017369,5,10029,6000,1,0,24,87,139,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
569,TARZAN,1999,171091819,7,87320,5280,10,22,56,551,244,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,MAGNOLIA,1999,22455976,8,205640,11280,22,35,52,766,1397,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,STIGMATA,1999,50046268,6,48481,6180,0,0,44,52,391,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3289,SUNSHINE,1999,5096267,8,10052,10860,11,13,31,40,117,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1421,MUPPETS FROM SPACE,1999,16625807,6,12430,5220,0,0,64,135,98,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
543,BEING JOHN MALKOVICH,1999,22863596,8,207653,6720,50,48,59,960,813,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,MY FAVORITE MARTIAN,1999,36850101,5,9389,5640,0,0,33,24,69,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3315,CHILL FACTOR,1999,11263966,5,7891,6120,0,0,29,19,92,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,SUPERSTAR,1999,30636478,5,12938,4860,0,0,43,95,156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,THE STORY OF US,1999,27100031,6,16210,5700,1,3,117,76,147,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1403,BIG DADDY,1999,163479795,6,122995,5580,8,11,101,30,279,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,ANNA AND THE KING,1999,39263420,7,27566,8880,0,10,60,21,211,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3319,THE LIMEY,1999,3204663,7,21823,5340,2,8,37,258,236,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3318,DETROIT ROCK CITY,1999,4217115,7,27539,5700,0,0,128,144,187,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1428,SUMMER OF SAM,1999,19288130,7,27660,8520,0,0,28,63,340,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3310,SHE'S ALL THAT,1999,63366989,6,54208,5700,8,5,34,148,383,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3314,RUNAWAY BRIDE,1999,152257509,5,59779,6960,6,9,83,198,250,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1427,SLEEPY HOLLOW,1999,101071502,8,211693,6300,22,28,74,815,971,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
491,STUART LITTLE,1999,140035367,6,69330,5040,7,12,65,169,175,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,TRICK,1999,2087228,7,5928,5340,2,2,11,31,123,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3305,THE SUBURBANS,1999,11130,4,1843,4860,0,0,5,0,20,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,A DOG OF FLANDERS,1999,2165637,6,711,6000,1,1,11,0,20,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,TOY STORY 2,1999,245852179,8,276727,5520,19,20,230,1140,483,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,AUSTIN POWERS: THE SPY WHO SHAGGED ME,1999,206040086,7,151211,5700,16,27,173,132,778,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,AMERICAN PIE,1999,102561004,7,254968,5700,9,14,145,2985,773,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3327,THE END OF THE AFFAIR,1999,10827816,7,15401,6120,3,22,40,126,162,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3220,VIRUS,1999,14036005,5,19598,5940,0,0,43,17,235,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
800,OCTOBER SKY,1999,32547800,8,52317,6480,3,12,43,96,326,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,BRINGING OUT THE DEAD,1999,16797191,7,46732,7260,2,4,36,133,380,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3332,MANSFIELD PARK,1999,4775847,7,11988,6720,0,0,47,70,174,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3306,SWEET AND LOWDOWN,1999,4197015,7,23552,5700,3,11,20,96,140,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3304,JAWBREAKER,1999,3117085,5,15028,4680,0,0,32,101,180,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3276,GO,1999,16943454,7,54648,6120,5,7,62,20,414,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1402,THE INSIDER,1999,29089912,8,112807,9420,28,34,74,332,501,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3254,AN IDEAL HUSBAND,1999,18542974,7,11335,5820,5,14,48,60,131,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3279,THE THIRTEENTH FLOOR,1999,11916661,7,40589,6000,0,0,37,68,292,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3256,BLAST FROM THE PAST,1999,26511114,7,41484,6720,0,0,47,84,229,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
537,8MM,1999,36663315,6,89663,7380,2,1,38,0,572,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3286,DICK,1999,6262878,6,14630,5640,0,0,36,164,207,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,THE CORRUPTOR,1999,15164492,6,13823,6600,0,0,52,6,125,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,PAYBACK,1999,81526121,7,93445,6000,2,2,61,172,379,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,FIGHT CLUB,1999,37030102,9,900388,8340,5,13,215,2613,2676,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,CRUEL INTENTIONS,1999,38328567,7,125273,5820,7,13,64,312,729,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1401,VARSITY BLUES,1999,52894169,6,30260,6000,2,4,54,226,260,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1359,JAKOB THE LIAR,1999,4956401,6,9988,7200,0,0,36,9,82,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3268,TEACHING MRS. TINGLE,1999,8951935,5,15612,5760,0,0,55,24,163,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1353,DOGMA,1999,30652890,7,155121,7800,0,0,59,364,1005,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3348,BUENA VISTA SOCIAL CLUB,1999,7002182,8,11075,6300,18,8,34,57,78,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3358,INTERNATIONAL KHILADI,1999,47238,5,758,10500,0,0,2,13,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,THE GREEN MILE,1999,136801374,9,499240,11340,15,23,45,808,1290,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,THREE KINGS,1999,60652036,7,117056,6840,10,13,120,811,546,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,THE MATRIX,1999,171479930,9,841150,8160,29,36,123,1931,3470,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446,THE IRON GIANT,1999,23159305,8,95942,5160,19,14,66,438,479,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,BROKEDOWN PALACE,1999,10115013,6,16236,6000,0,0,26,19,182,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1413,OFFICE SPACE,1999,10827810,8,163891,5340,0,0,39,947,600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,BICENTENNIAL MAN,1999,58223861,7,63767,7920,1,6,52,73,338,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,SARFAROSH,1999,288733,8,8569,10440,7,2,0,0,22,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
