,title,year,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
549,HEART AND SOULS,1993,16589540,7,11026,6240,1,10,23,14,67,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2973,SIX DEGREES OF SEPARATION,1993,6405918,7,14546,6720,2,3,25,121,96,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1195,MANHATTAN MURDER MYSTERY,1993,11330911,7,22634,6240,0,3,17,55,80,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2970,THE SECRET GARDEN,1993,31181347,7,23136,6060,3,5,36,78,82,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,THE METEOR MAN,1993,8016708,5,4352,6000,0,0,9,5,23,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,JURASSIC PARK,1993,402453882,8,374251,7620,21,16,108,4712,767,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2968,RETURN OF THE LIVING DEAD III,1993,54207,6,8335,5820,3,0,11,27,123,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
3004,FREAKED,1993,29296,6,4206,5160,2,4,6,35,63,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2971,SHADOWLANDS,1993,25842377,8,11562,7860,11,6,22,65,83,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1199,LOADED WEAPON 1,1993,27979399,6,32494,5040,0,0,19,11,69,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,ALIVE,1993,36733909,7,31800,7200,1,1,19,79,102,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,THE SANDLOT,1993,32434006,8,43689,6060,1,0,44,68,138,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,STRIKING DISTANCE,1993,24107867,6,28372,6120,0,0,40,25,78,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1201,THE PICKLE,1993,84471,4,455,6180,0,0,4,0,6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,THE PROGRAM,1993,23032565,6,6396,6720,0,0,20,13,31,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1203,THE REMAINS OF THE DAY,1993,23237911,8,37996,8040,18,18,30,158,146,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,GROUNDHOG DAY,1993,70906973,8,309177,6060,6,7,55,1237,542,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,RISING SUN,1993,63179523,6,29033,7500,1,1,26,2,66,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1205,ROBIN HOOD: MEN IN TIGHTS,1993,35739755,7,71228,6240,0,0,24,112,168,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1214,WHAT'S LOVE GOT TO DO WITH IT,1993,39100956,7,11255,7080,4,9,14,178,59,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1200,THE PELICAN BRIEF,1993,100768056,7,47900,8460,1,2,42,90,76,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,GETTYSBURG,1993,10769960,8,19124,16260,0,0,35,59,244,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2978,TEENAGE MUTANT NINJA TURTLES III,1993,42273609,5,19662,5760,1,0,25,30,77,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,WEEKEND AT BERNIE'S II,1993,12741891,5,8884,5820,0,0,13,4,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,IN THE NAME OF THE FATHER,1993,25096862,8,74591,7980,9,15,25,318,139,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1207,SEARCHING FOR BOBBY FISCHER,1993,7266383,8,20076,6540,5,7,9,49,76,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,SOMMERSBY,1993,50081992,6,13427,6840,2,0,25,18,48,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2958,MAN'S BEST FRIEND,1993,12974636,5,2590,5820,1,4,5,34,33,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1212,WE'RE BACK! A DINOSAUR'S STORY,1993,9317021,6,8099,4320,0,0,12,0,30,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,WAYNE'S WORLD 2,1993,48197805,6,49951,5700,0,0,34,39,75,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,THE PIANO,1993,40157856,8,53039,7260,64,30,35,481,228,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
68,SCHINDLER'S LIST,1993,96065768,9,599579,11700,70,25,52,857,1095,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,THE THREE MUSKETEERS,1993,53898845,6,34548,6300,2,3,36,710,140,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,CABIN BOY,1994,3662459,5,6341,4800,0,0,9,24,88,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3041,WYATT EARP,1994,25052000,7,27960,11460,3,4,32,85,129,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,THE LAST SEDUCTION,1994,5842603,7,12959,6600,11,5,11,46,115,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3015,LEGENDS OF THE FALL,1994,66638883,8,87495,7980,1,8,93,211,314,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3016,LEPRECHAUN 2,1994,2260622,4,4834,5100,0,0,14,19,70,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,LITTLE BIG LEAGUE,1994,12267790,6,6642,7140,0,0,21,14,24,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3018,LITTLE GIANTS,1994,19306362,6,15511,6420,0,0,12,32,36,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3013,LASSIE,1994,9979683,6,3038,5640,1,1,17,18,18,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,PRINCESS CARABOO,1994,3062530,6,1985,5820,0,0,28,2,25,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2997,CROOKLYN,1994,13642861,7,5095,6900,1,2,23,51,36,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,MIRACLE ON 34TH STREET,1994,17320136,6,15823,6840,0,0,27,43,62,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,MY GIRL 2,1994,17359799,5,12439,5940,1,2,23,9,38,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,ON DEADLY GROUND,1994,38590458,4,15038,6060,1,6,33,36,131,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2981,ABOVE THE RIM,1994,16192320,7,7766,5760,0,0,30,17,27,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3030,REALITY BITES,1994,20982557,7,30403,5940,1,1,28,352,141,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2982,THE AIR UP THERE,1994,21011318,5,6695,6420,0,0,8,6,23,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3025,NO ESCAPE,1994,15339030,6,13918,7080,0,0,30,76,51,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3002,ED WOOD,1994,5887457,8,125147,7620,23,13,26,744,400,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,LITTLE WOMEN,1994,50083616,7,30612,6900,5,13,50,145,130,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3022,MAVERICK,1994,101631272,7,67007,7620,1,0,41,170,108,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038,THREESOME,1994,14815317,6,10041,5580,0,0,21,13,58,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3007,GUARDING TESS,1994,27058304,6,10794,5760,0,0,14,24,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,WOLF,1994,65002597,6,37412,7500,2,6,43,2,129,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2994,CLEAR AND PRESENT DANGER,1994,122187717,7,56828,8460,3,5,58,461,125,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3039,TRAPPED IN PARADISE,1994,6017509,6,8358,6660,0,0,8,10,41,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,GETTING EVEN WITH DAD,1994,18869594,5,5210,6540,0,0,11,4,16,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,D2: THE MIGHTY DUCKS,1994,45610410,6,21923,6360,0,0,32,18,38,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2999,DEATH AND THE MAIDEN,1994,3103716,7,14765,6180,1,3,27,77,73,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2996,COLOR OF NIGHT,1994,19726050,5,16645,7260,1,8,26,34,110,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3026,NORTH,1994,7182747,4,10082,5220,1,10,6,0,96,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,DISCLOSURE,1994,83015089,6,29741,7680,2,2,39,50,91,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2995,COBB,1994,1007583,6,5340,7680,0,0,12,20,50,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3003,THE FLINTSTONES,1994,130531208,5,52124,5460,6,7,53,116,75,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,THE SWAN PRINCESS,1994,9771658,6,13588,5400,1,7,34,10,49,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2979,A TROLL IN CENTRAL PARK,1994,71368,5,3262,4560,0,0,8,0,27,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,GREEDY,1994,13137484,6,8832,6780,0,0,21,6,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3008,HEAVENLY CREATURES,1994,3049135,8,43269,5940,17,7,37,241,252,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,HOOP DREAMS,1994,7830611,8,15024,10200,18,4,48,471,68,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3010,I.Q.,1994,26381221,6,17534,6000,0,0,13,17,73,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3037,THAT'S ENTERTAINMENT! III,1994,280163,8,896,7200,0,0,10,0,26,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
548,THE HUDSUCKER PROXY,1994,2816518,7,55711,6660,2,3,17,114,205,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,SURVIVING THE GAME,1994,7727256,6,7199,5760,0,0,20,26,53,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,THE PAGEMASTER,1994,13670688,6,12472,4800,0,0,15,13,38,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,THE RIVER WILD,1994,46816343,6,27812,6480,0,2,48,60,67,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2987,BLOWN AWAY,1994,30156002,6,20090,7260,0,0,47,348,59,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,THE SHAWSHANK REDEMPTION,1994,28341469,9,1183395,8520,15,15,66,1913,3046,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,THE LITTLE RASCALS,1994,52125282,6,25736,4920,2,0,65,62,42,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
722,SPEED,1994,121248145,7,206087,6960,12,15,57,550,349,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
716,THE WAR,1994,16928556,7,8759,7560,1,3,36,47,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,FORREST GUMP,1994,330252182,9,799314,8520,38,46,56,1908,1133,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1223,THE MASK,1994,119938730,7,188286,6060,6,16,31,327,197,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,THUMBELINA,1994,11373501,6,8168,5160,1,0,33,7,56,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,NATURAL BORN KILLERS,1994,50282766,7,138202,7080,3,4,51,596,565,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,TIMECOP,1994,44853581,6,36883,5940,1,4,29,178,104,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1217,BEVERLY HILLS COP III,1994,42614912,5,46643,6240,0,0,22,34,104,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,TRUE LIES,1994,146282411,7,151050,8460,7,15,46,771,331,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,THE CLIENT,1994,92115211,7,38338,7140,3,3,35,91,90,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1225,NOBODY'S FOOL,1994,39491975,7,12952,6600,5,6,16,18,81,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,ACE VENTURA: PET DETECTIVE,1994,72217396,7,159072,5160,5,3,31,148,225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,BULLETS OVER BROADWAY,1994,13383747,8,24751,5880,20,13,25,219,77,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,THE LION KING,1994,422783777,9,408078,5340,25,22,111,2908,542,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2992,CAMP NOWHERE,1994,10475705,6,6374,5760,0,0,5,15,38,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,8 SECONDS,1994,19623396,6,3290,6300,0,0,14,6,38,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,PULP FICTION,1994,107928762,9,911042,9240,62,46,87,3824,1818,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3020,MAJOR LEAGUE II,1994,30626182,5,17412,6300,0,0,11,14,44,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
826,THE CROW,1994,50693129,8,111838,6120,2,6,24,1045,519,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,BLANK CHECK,1994,30577969,5,11329,5580,0,0,12,17,39,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,STREET FIGHTER,1994,33423521,4,44232,6120,0,0,31,1562,268,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3012,IT COULD HAPPEN TO YOU,1994,37939757,6,23042,6060,0,0,37,30,68,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2990,BRAINSCAN,1994,4352094,6,7100,5760,0,0,11,13,76,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1221,FOUR WEDDINGS AND A FUNERAL,1994,52700832,7,87868,7020,24,16,46,652,186,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3035,THE SPECIALIST,1994,57362582,5,39922,6600,3,4,43,36,105,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2989,BLUE SKY,1994,3359465,6,4465,6060,4,4,28,119,30,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3034,THE SHADOW,1994,32063435,6,16100,6480,0,0,35,111,135,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3033,SERIAL MOM,1994,7820688,7,17826,5700,0,0,15,78,99,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2986,BARCELONA,1994,7266973,7,3810,6060,1,0,8,95,41,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2985,ANGELS IN THE OUTFIELD,1994,50236831,6,17780,6120,1,4,13,65,55,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3032,THE PUPPET MASTERS,1994,8647042,6,6069,6540,0,0,16,16,57,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2983,AIRHEADS,1994,5751882,6,32015,5520,0,0,20,40,80,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2988,BLUE CHIPS,1994,23070663,6,8215,6480,0,0,7,37,24,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3011,IRON WILL,1994,21006361,7,5036,6480,0,0,16,3,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,QUIZ SHOW,1994,24822619,8,45526,7980,13,13,25,194,150,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,STARGATE,1994,71567262,7,123007,7260,6,5,67,271,232,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274,THE REF,1994,11439193,7,15840,5580,1,1,19,39,110,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984,ANDRE,1994,16820893,6,4440,5400,0,0,13,17,22,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,DUMB AND DUMBER,1994,127175374,7,217692,6420,4,3,55,875,409,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,STAR TREK: GENERATIONS,1994,75671125,7,48696,7080,2,4,47,89,226,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,CLERKS,1994,3151130,8,153057,5520,4,6,26,1066,604,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,THE SANTA CLAUSE,1994,144833357,6,47568,5820,2,7,45,185,97,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,THE MANGLER,1995,1781383,4,5652,6360,1,0,13,59,75,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1266,SMOKE,1995,8367636,8,24134,6720,9,7,17,39,69,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,MURDER IN THE FIRST,1995,17381942,7,18324,7320,2,2,24,48,105,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3001,DOLORES CLAIBORNE,1995,24361867,7,24215,7920,1,8,28,60,149,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1256,MORTAL KOMBAT,1995,70454098,6,65703,6060,1,2,68,1149,261,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,LEAVING LAS VEGAS,1995,32029928,8,78362,6660,32,19,55,537,271,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1265,SENSE AND SENSIBILITY,1995,43182776,8,61199,8160,34,31,73,423,184,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1267,STRANGE DAYS,1995,7959291,7,45723,8700,2,3,29,220,212,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1255,MIGHTY APHRODITE,1995,6468498,7,25957,5700,13,8,20,110,83,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1245,HIDEAWAY,1995,12201255,5,4515,6360,0,0,34,11,49,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
76,HEAT,1995,67436818,8,324264,10200,0,0,64,1030,841,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3047,BAD BOYS,1995,65807024,7,129852,7080,1,3,66,796,191,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,JUDGE DREDD,1995,34693481,5,68672,5760,1,5,55,1373,195,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1248,JEFFREY,1995,3487767,7,4429,5520,1,4,37,56,51,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,THE INDIAN IN THE CUPBOARD,1995,35656131,6,17179,5760,1,6,20,12,44,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,CARMEN MIRANDA: BANANAS IS MY BUSINESS,1995,14528,7,196,5460,2,1,4,0,9,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1261,POCAHONTAS,1995,141579773,7,76356,4860,13,5,65,127,198,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,SUDDEN DEATH,1995,20350171,6,21347,6660,0,0,22,135,100,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1250,JUST CAUSE,1995,36853222,6,16370,6120,0,0,26,167,73,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3042,TOM AND HUCK,1995,23920048,6,6027,5820,1,5,11,26,18,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,KICKING AND SCREAMING,1995,718490,7,5717,5760,0,0,18,41,65,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1258,THE NET,1995,50727965,6,40666,6840,0,0,54,44,154,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,ACE VENTURA: WHEN NATURE CALLS,1995,108385533,6,118550,5400,5,4,45,41,168,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,HEAVYWEIGHTS,1995,17689177,7,15498,6000,0,0,20,27,60,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,THE BIG GREEN,1995,17736619,5,5596,6000,0,0,28,25,23,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3052,CLUELESS,1995,56631572,7,88223,5820,7,9,60,1129,231,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,BEFORE SUNRISE,1995,5535405,8,119333,6300,1,2,18,763,351,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3043,THE AMAZING PANDA ADVENTURE,1995,7506759,6,2499,5040,0,0,26,2,12,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,POWDER,1995,30862156,7,20651,6660,1,1,23,66,147,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
